제품명,링크,가격,평점,등록일,스펙
캐치웰 CR10,http://prod.danawa.com/info/?pcode=12341027&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"369,000원",4.8,2020.09.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / IR센서 / PSD범퍼 / [성능] BLDC모터 / 흡입력: 3000Pa / 사용시간(개당): 4시간40분 / 충전시간: 5시간 / 헤파필터 / 소음: 56dB / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.35L / 물통용량: 0.3L / 색상: 화이트 / 크기(가로x세로x깊이): 350x100x350mm"
샤오미 샤오와 스마트 로봇 청소기 5세대,http://prod.danawa.com/info/?pcode=6655687&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"300,800원",4.6,2018.11.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 1800Pa / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 카펫인지 / 자동충전 / 프리볼트 / [부가] 먼지통용량: 0.64L / 무게: 3kg / 크기(가로x세로x깊이): 353x90.5x350mm
샤오미 TROUVER Finder,http://prod.danawa.com/info/?pcode=13157570&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"322,830원",4.5,2021.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / [성능] 흡입력: 2000Pa / 소음: 65dB / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 자동충전 / 음성인식 / 프리볼트 / [부가] 먼지통용량: 0.57L / 물통용량: 0.27L / 색상: 화이트 / 무게: 3.2kg / 크기(가로x세로x깊이): 350x96x350mm"
셰퍼 JSK-19021,http://prod.danawa.com/info/?pcode=11623880&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"168,000원",,2020.06.,"로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / PSD범퍼 / [성능] 흡입력: 500Pa / 사용시간(개당): 1시간 / 충전시간: 5시간 / 2단계여과 / 소음: 78dB / [기능] 문턱등반 / 음성안내 / 리모컨 / [부가] 색상: 화이트, 블랙 / 크기(가로x세로x깊이): 290x70x290mm"
일렉트로룩스 퓨어 i9.2 PI92-6STN,http://prod.danawa.com/info/?pcode=10731951&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"831,690원",4.5,2020.03.,로봇청소기 / 흡입전용 / [센서] 카메라1개 / [성능] 사용시간(개당): 1시간10분 / 충전시간: 2시간 / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 카펫인지 / 자동충전 / [부가] 먼지통용량: 0.7L / 색상: 스페이스틸 / 무게: 2.5kg / 3D비전시스템 / 크기(가로x세로x깊이): 325x85x280mm
에코백스 디봇 오즈모 슬림11 DK3G.10,http://prod.danawa.com/info/?pcode=6786424&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"239,000원",4.6,2018.12.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / IR센서 / [성능] 사용시간(개당): 1시간40분 / 충전시간: 4시간 / 3단계여과 / 소음: 68dB / [기능] 스마트폰제어: 원격제어 / 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 무게: 2kg / 패드: 극세사 / 크기(가로x세로x깊이): 310x57x310mm
아이룸 ACT-004,http://prod.danawa.com/info/?pcode=4743859&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"39,000원",4.2,2016.12.,로봇청소기 / 걸레전용 / [성능] 사용시간(개당): 2시간 / 충전시간: 3시간 / [기능] 프리볼트 / 패드: 극세사 / 크기(가로x세로x깊이): 227x82x227mm
삼성전자 비스포크 제트 VS20B956D5U + VR30T85513B,http://prod.danawa.com/info/?pcode=16926224&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"1,288,540원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 모닝블루 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
유진로봇 아이클레보 YCR-M05 아르떼,http://prod.danawa.com/info/?pcode=1639403&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"399,000원",4.5,2012.03.,로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / 자이로센서 / IR센서 / PSD범퍼 / 범핑센서 / 엔코더범퍼 / [성능] 사용시간(개당): 2시간 / 충전시간: 1시간50분 / 헤파필터 / 소음: 55dB / [기능] 문턱등반 / 자동충전 / 리모컨 / 프리볼트 / [부가] 색상: 모던블랙 / 무게: 2.8kg / 패드: 초극세사 / 크기(가로x세로x깊이): 350x89x350mm
돌핀 노틸러스 CC 플러스,http://prod.danawa.com/info/?pcode=13820270&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,320,600원",,2021.04.,로봇청소기 / 흡입전용 / [성능] 사용시간(개당): 2시간 / [부가] 색상: 블루 / 무게: 8.6kg / 수영장청소 / 크기(가로x세로x깊이): 406x254x406mm
삼성전자 파워봇 VR20R7250WC,http://prod.danawa.com/info/?pcode=8090755&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"750,190원",4.7,2019.06.,로봇청소기 / 흡입전용 / [성능] 사용시간(개당): 1시간30분 / 충전시간: 2시간40분 / 소음: 78dB / [기능] 스마트폰제어: 원격제어 / 카펫인지 / 음성안내 / 프리볼트 / [부가] 먼지통용량: 0.3L / 색상: 실버 / 무게: 4.3kg / 크기(가로x세로x깊이): 340x97x348mm
유진로봇 아이클레보 오메가 YCR-M07,http://prod.danawa.com/info/?pcode=3910126&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"377,510원",4.5,2016.03.,로봇청소기 / 흡입+걸레겸용 / [센서] 카메라1개 / 추락방지센서 / IR센서 / PSD범퍼 / [성능] BLDC모터 / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 헤파필터 / 소음: 68.5dB / [기능] 스마트맵핑 / 문턱등반 / 자동충전 / 리모컨 / [부가] 색상: 오메가화이트 / 무게: 3.1kg / V6블레이드 / 크기(가로x세로x깊이): 346x87x354mm
엠지텍 트윈보스 S9 PRO,http://prod.danawa.com/info/?pcode=13943648&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"614,620원",5.0,2021.04.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 3300Pa / 사용시간(개당): 4시간10분 / 충전시간: 4시간30분 / 헤파필터 / 3단계여과 / 소음: 67dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 리모컨 / [부가] 먼지통용량: 0.45L / 물통용량: 0.3L / 색상: 화이트 / 무게: 3.6kg / 크기(가로x세로x깊이): 350x99x350mm"
플릭 PIK-RC1200W,http://prod.danawa.com/info/?pcode=10413852&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"48,890원",3.8,2020.01.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 50dB / [부가] 먼지통용량: 0.4L / 색상: 그레이 / 무게: 0.58kg / 크기(가로x세로x깊이): 258x68x258mm
삼성전자 비스포크 제트 VS20B957G5C + VR50T95936C,http://prod.danawa.com/info/?pcode=16856477&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"2,442,730원",,2022.04.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 물걸레 / 펫 / 침구 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 이브닝코랄 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
타마 G33,http://prod.danawa.com/info/?pcode=16116407&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"248,990원",4.8,2022.01.,로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 추락방지센서 / 범핑센서 / [성능] 흡입력: 4200Pa / 헤파필터 / [기능] 스마트폰제어: 원격제어 / 스마트맵핑 / 문턱등반 / 리모컨 / [부가] 먼지통용량: 0.6L / 물통용량: 0.35L / 무게: 3kg / 크기(가로x세로x깊이): 330x75x330mm
타마 PA-4200,http://prod.danawa.com/info/?pcode=12784154&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"447,920원",4.7,2020.11.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 4200Pa / 사용시간(개당): 3시간 / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / [부가] 먼지통용량: 0.5L / 물통용량: 0.25L / 색상: 화이트 / 크기(가로x세로x깊이): 350x96.5x350mm"
라이스타 RX3,http://prod.danawa.com/info/?pcode=12570242&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"219,000원",4.8,2020.10.,로봇청소기 / 흡입+걸레겸용 / [센서] 자이로센서 / 추락방지센서 / 범핑센서 / [성능] BLDC모터 / 사용시간(개당): 2시간 / 헤파필터 / [기능] 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / 리모컨 / [부가] 먼지통용량: 0.23L / 물통용량: 0.22L / 색상: 펄화이트 / 크기(가로x세로x깊이): 325x78x325mm
엔뚜마노 EV-R5400,http://prod.danawa.com/info/?pcode=12260660&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"39,900원",4.1,2020.09.,로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 1800Pa / 사용시간(개당): 1시간30분 / 충전시간: 3시간 / 소음: 50dB / [부가] 먼지통용량: 0.4L / 색상: 화이트 / 무게: 0.58kg / 크기(가로x세로x깊이):258x68x258mm
LG전자 코드제로 ThinQ R9 R969,http://prod.danawa.com/info/?pcode=10582779&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"1,457,960원",4.6,2020.02.,"로봇청소기 / 흡입전용 / [센서] 카메라1개 / 3D센서 / 추락방지센서 / 범핑센서 / [성능] 스마트인버터모터 / 사용시간(개당): 1시간30분 / 충전시간: 4시간 / 5단계여과 / [기능] 스마트폰제어: 원격제어, 실시간영상 / 문턱등반 / 음성안내 / 음성인식 / 리모컨 / [부가] 색상: 아이언그레이 / 무게: 4.17kg / 인공지능 / 3D뷰 / 크기(가로x세로x깊이): 286x143x330mm"
셀렉프로 EGR-100,http://prod.danawa.com/info/?pcode=17020682&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"499,000원",,2022.05.,"로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / 범핑센서 / [성능] 흡입력: 2700Pa / 충전시간: 4시간 / [기능] 스마트폰제어: 원격제어, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 리모컨 / [스테이션] 자동먼지비움 / 먼지용량: 3L / [부가] 먼지통용량: 0.3L / 물통용량: 0.3L / 색상: 화이트, 블랙 / 무게: 3.5kg / 크기(가로x세로x깊이): 350x79x350mm"
엠지텍 트윈보스 S9 MAX PRO,http://prod.danawa.com/info/?pcode=14284562&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"599,000원",,2021.05.,"로봇청소기 / 흡입+걸레겸용 / [센서] ToF센서 / LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 3300Pa / 사용시간(개당): 4시간10분 / 충전시간: 4시간30분 / 헤파필터 / 3단계여과 / 소음: 67dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 리모컨 / [스테이션] 자동먼지비움 / 먼지용량: 5L / [부가] 먼지통용량: 0.45L / 물통용량: 0.3L / 색상: 화이트 / 무게: 3.6kg / 크기(가로x세로x깊이): 350x99x350mm"
lG6w6L3pDN,/ajax/productPot.ajax.php?key=lG6w6L3pDN,390420원,,,lG6w6L3pDN390420
치후360 T90,http://prod.danawa.com/info/?pcode=12240389&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"378,000원",,2021.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 2200Pa / 사용시간(개당): 2시간 / 헤파필터 / 소음: 65dB / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 자동충전 / 음성안내 / 음성인식 / [부가] 먼지통용량: 0.55L / 물통용량: 0.15L / 색상: 블랙 / 무게: 3.68kg / 크기(가로x세로x깊이): 350x100x350mm"
유진로봇 아이클레보 지니 G7 YCR-M10-10W,http://prod.danawa.com/info/?pcode=11899729&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"399,000원",4.5,2020.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 2시간 / 충전시간: 5시간 / 헤파필터 / 3단계여과 / 소음: 58dB / [기능] 스마트폰제어: 원격제어, 금지구역 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 자기위치메모리 / 음성안내 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.475L / 물통용량: 0.22L / 색상: 퓨어화이트 / 무게: 2.4kg / 크기(가로x세로x깊이): 325x96x325mm"
샤오미 ROZI E30,http://prod.danawa.com/info/?pcode=16042178&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"132,490원",,2021.12.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / [성능] 흡입력: 18000Pa / 헤파필터 / [기능] 문턱등반 / 카펫인지 / 자동충전 / 리모컨 / [부가] 색상: 화이트, 블랙"
미디어 M7,http://prod.danawa.com/info/?pcode=12656804&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"249,000원",3.6,2020.11.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] BLDC모터 / 흡입력: 4000Pa / 사용시간(개당): 2시간30분 / [기능] 스마트폰제어: 원격제어, 금지구역, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / 프리볼트 / [부가] 먼지통용량: 0.45L / 물통용량: 0.22L / 색상: 블랙 / 무게: 3.4kg / 크기(가로x세로x깊이): 350x97x350mm"
아르나 S8 PRO,http://prod.danawa.com/info/?pcode=14672765&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"527,110원",4.6,2021.07.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / [성능] BLDC모터 / 흡입력: 2700Pa / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 자동충전 / 자기위치메모리 / [스테이션] 자동먼지비움 / [부가] 물통용량: 0.25L / 색상: 화이트, 블랙 / 무게: 3.5kg / 다층맵핑"
샤오미 VIOMI SE V-RVCLM21A,http://prod.danawa.com/info/?pcode=13261223&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"377,190원",5.0,2021.01.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / [성능] 흡입력: 2200Pa / 사용시간(개당): 2시간10분 / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원 / 스마트맵핑 / 문턱등반 / 자동충전 / 자기위치메모리 / 음성안내 / [부가] 먼지통용량: 0.3L / 물통용량: 0.2L / 색상: 로즈골드 / 무게: 4.6kg / 크기(가로x세로x깊이): 350x94.5x350mm"
유진로봇 아이클레보 G4,http://prod.danawa.com/info/?pcode=17170892&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"498,990원",,2022.05.,로봇청소기 / 흡입+걸레겸용 / [센서] 추락방지센서 / [성능] 사용시간(개당): 2시간 / 충전시간: 5시간 / [기능] 카펫인지 / 자동충전 / [부가] 먼지통용량: 0.42L / 물통용량: 0.12L / 색상: 화이트 / 무게: 2.06kg / 크기(가로x세로x깊이): 300x81x300mm
에코백스 디봇 오즈모 950 DX9G,http://prod.danawa.com/info/?pcode=10243134&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"950,000원",4.8,2019.12.,"로봇청소기 / 흡입+걸레겸용 / [센서] LDS라이다센서 / 장애물인식센서 / 추락방지센서 / 초음파센서 / PSD범퍼 / [성능] 사용시간(개당): 3시간20분 / 충전시간: 5시간 / 3단계여과 / 소음: 45dB / [기능] 스마트폰제어: 원격제어, 금지구역, 다층맵핑지원, 이동동선확인 / 스마트맵핑 / 문턱등반 / 카펫인지 / 자동충전 / 음성안내 / 프리볼트 / [부가] 먼지통용량: 0.43L / 물통용량: 0.24L / 색상: 블랙 / 무게: 4.1kg / 크기(가로x세로x깊이): 350x93x350mm"
존탐스 JSK-17003,http://prod.danawa.com/info/?pcode=8090527&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"218,220원",,2019.06.,"로봇청소기 / 흡입+걸레겸용 / [센서] 장애물인식센서 / 추락방지센서 / [성능] 사용시간(개당): 40분~1시간 / 충전시간: 4~6시간 / 헤파필터 / [기능] 리모컨 / [부가] 색상: 화이트, 핑크 / 무게: 1.75kg / 크기(가로x세로x깊이): 290x76x290mm"
샤오미 HUTT W66,http://prod.danawa.com/info/?pcode=12240263&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"172,500원",4.6,2020.09.,로봇청소기 / 유리청소 / [성능] BLDC모터 / 흡입력: 2600Pa / [기능] 리모컨 / 낙하방지로프 / [부가] 물통용량: 0.15L / 색상: 화이트 / 크기(가로x세로x깊이): 231.5x76x231.5mm
삼성전자 비스포크 제트 VS20B956AXE + VR50T95935B,http://prod.danawa.com/info/?pcode=17071517&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=102207,"1,599,000원",,2022.05.,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+걸레겸용 / 흡입력: 220W / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간(개당): 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 자동물공급 / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / IoT기능 / 자동먼지비움 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 청정스테이션 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm / ※ 상품 옵션 확인 후 구매
삼성전자 파워봇 VR10R7220W1,http://prod.danawa.com/info/?pcode=10025871&keyword=%EB%A1%9C%EB%B4%87+%EC%B2%AD%EC%86%8C%EA%B8%B0&cate=103744,"980,510원",4.6,2019.11.,로봇청소기 / 흡입전용 / [센서] 카메라1개 / 자이로센서 / [성능] 흡입력: 3400Pa / 사용시간(개당): 1시간 / 충전시간: 4시간 / 소음: 76dB / [기능] 스마트폰제어: 원격제어 / 카펫인지 / 음성안내 / 리모컨 / 프리볼트 / [부가] 먼지통용량: 0.3L / 색상: 트러플메탈 / 무게: 4kg / 풀뷰센서 / 크기(가로x세로x깊이): 340x97x348mm
